證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"8112A","至上甲特","29213","1253283","42.85","42.95","42.85","42.90","0.0500","23"
"8114","振樺電","258105","54594885","215.00","215.00","209.50","209.50","-1.0000","1176"
"8131","福懋科","217290","7559407","34.80","34.95","34.60","34.65","0.1500","207"
"8150","南茂","1081955","39379579","36.65","36.65","36.20","36.30","-0.1500","879"
"8162","微矽電子-創","24000","826600","34.50","34.50","34.30","34.50","0.4000","14"
"8163","達方","405606","20214536","50.40","50.40","49.55","49.55","-0.8500","415"
"8201","無敵","64877","1201649","18.50","18.60","18.40","18.55","-0.0500","66"
"8210","勤誠","3087282","912844493","298.00","302.00","288.00","291.50","-3.0000","13532"
"8213","志超","287032","10851854","37.55","38.00","37.50","38.00","0.4500","257"
"8215","明基材","690399","22452958","32.80","32.90","32.25","32.25","-0.6500","744"
"8222","寶一","164621","6279762","38.35","38.40","37.85","37.85","-0.4500","357"
"8261","富鼎","250530","19327870","78.40","78.40","77.00","77.00","-0.8000","258"
"8271","宇瞻","245357","12851981","52.70","52.70","52.10","52.30","-0.1000","248"
"8341","日友","899897","89847776","95.80","102.00","95.70","99.50","3.1000","1263"
"8367","建新國際","35339","1775818","50.20","50.50","50.10","50.10","-0.1000","41"
"8374","羅昇","13001336","1860151240","145.00","148.00","137.00","142.50","1.0000","9265"
"8404","百和興業-KY","2576836","82054113","32.15","32.25","31.30","31.85","0.0000","1803"
"8411","福貞-KY","70064","978386","14.10","14.10","13.90","13.90","-0.2000","157"
"8422","可寧衛","124928","23195247","186.00","187.00","184.50","184.50","-1.5000","388"
"8429","金麗-KY","1178141","11934684","10.20","10.25","10.00","10.10","-0.1000","661"
"8438","昶昕","161783","6458324","40.50","40.50","39.70","39.75","-0.5000","151"
"8442","威宏-KY","62136","6856980","111.50","111.50","109.50","110.00","0.0000","53"
"8443","阿瘦","10603","126225","11.95","11.95","11.85","11.85","0.0500","91"
"8454","富邦媒","277237","105154751","382.00","382.00","378.00","378.00","-1.0000","1180"
"8462","柏文","86942","10321944","118.50","120.00","117.50","117.50","-1.0000","150"
"8463","潤泰材","63166","1803416","28.35","28.75","28.30","28.40","0.1500","52"
"8464","億豐","603121","308462031","507.00","515.00","502.00","514.00","7.0000","611"
"8466","美吉吉-KY","487077","26690836","56.20","56.30","53.90","54.70","-1.3000","282"
"8467","波力-KY","99828","24256983","244.00","246.50","239.00","241.00","-3.5000","117"
"8473","山林水","411112","17378139","42.30","42.55","42.05","42.45","0.2000","350"
"8476","台境","39306","2124006","54.00","54.40","53.80","54.10","0.1000","41"
"8478","東哥遊艇","84905","24587284","290.00","292.00","288.00","288.50","-1.5000","238"
"8481","政伸","13280","677034","50.80","51.40","50.80","50.80","0.0000","16"
"8482","商億-KY","7000","462400","65.00","66.70","65.00","66.30","1.5000","7"
"8487","愛爾達-創","56051","3827088","69.50","69.50","67.50","68.50","-1.0000","37"
"8488","吉源-KY","9000","141400","15.65","15.80","15.65","15.65","-0.2000","8"
"8499","鼎炫-KY","12297","1418155","115.50","115.50","115.00","115.50","0.5000","23"
"8926","台汽電","604520","26938206","44.90","45.05","44.25","44.50","-0.4000","664"
"8940","新天地","60043","1463869","24.60","24.70","24.20","24.40","-0.2000","99"
"8996","高力","2004474","704382364","353.00","358.00","346.00","346.00","-3.0000","2420"
"9103","美德醫療-DR","740434","4813032","6.56","6.56","6.47","6.51","-0.0200","182"
"910322","康師傅-DR","39716","977654","24.50","24.75","24.40","24.55","-0.4000","39"
"9105","泰金寶-DR","45510137","283494626","6.34","6.34","6.10","6.15","-0.0300","7780"
"910861","神州-DR","202150","1172623","5.83","5.85","5.74","5.85","-0.0300","69"
"9110","越南控-DR","59100","420520","7.08","7.18","7.08","7.17","0.0200","14"
"911608","明輝-DR","55010","188557","3.50","3.50","3.40","3.42","0.0000","17"
"911622","泰聚亨-DR","497490","2521751","5.18","5.23","4.99","5.03","-0.1700","133"
"911868","同方友友-DR","524391","807322","1.58","1.58","1.52","1.53","-0.0300","149"
"912000","晨訊科-DR","821422","2572552","3.13","3.17","3.10","3.11","0.0000","224"
"9136","巨騰-DR","176475","1116517","6.36","6.39","6.30","6.36","-0.0100","92"
"9802","鈺齊-KY","478341","55714875","118.50","118.50","114.50","116.00","-2.5000","476"
"9902","台火","348928","6091045","17.60","17.70","17.25","17.25","-0.3500","267"
"9904","寶成","7566737","279478921","37.25","37.30","36.65","36.85","-0.2000","3550"
"9905","大華","62477","1435184","23.00","23.05","22.90","22.95","0.0000","65"
"9906","欣巴巴","1464289","191408576","133.50","133.50","129.50","131.50","-2.0000","1247"
"9907","統一實","1889908","31832886","16.95","17.05","16.70","16.75","-0.2000","1024"
"9908","大台北","144411","4367518","30.25","30.35","30.15","30.30","0.0500","138"
"9910","豐泰","998939","139757972","140.50","141.00","139.00","140.00","-1.5000","1181"
"9911","櫻花","412769","35705080","86.70","87.20","86.10","86.40","-0.3000","668"
"9912","偉聯","277431","3572221","12.65","13.20","12.35","12.95","0.3500","217"
"9914","美利達","1262515","238222016","192.00","192.00","186.50","189.50","0.5000","1198"
"9917","中保科","207101","28410394","137.00","138.00","136.00","137.50","1.5000","262"
"9918","欣天然","10274","423625","41.25","41.30","41.20","41.20","0.6500","50"
"9919","康那香","215190","4134451","19.35","19.35","19.10","19.10","-0.2000","173"
"9921","巨大","1546440","289449063","189.50","189.50","186.00","187.00","-0.5000","1898"
"9924","福興","340915","18814708","56.00","56.30","54.50","54.50","-1.5000","351"
"9925","新保","122791","5094593","41.45","41.60","41.40","41.55","0.1000","116"
"9926","新海","15330","826842","54.10","54.10","53.50","54.00","0.3000","21"
"9927","泰銘","353212","23986056","68.60","68.60","67.60","67.70","-0.4000","348"
"9928","中視","74505","1550972","20.60","21.30","20.55","20.55","-0.1500","74"
"9929","秋雨","4101","66284","16.35","16.35","16.00","16.05","-0.1000","10"
"9930","中聯資源","115439","7814079","67.30","68.10","67.20","67.40","0.1000","185"
"9931","欣高","15283","525695","34.65","34.75","34.30","34.50","0.0500","24"
"9933","中鼎","1393457","63637604","45.85","46.25","45.35","45.35","-0.4500","1405"
"9934","成霖","691037","11722077","17.15","17.15","16.85","16.95","-0.1500","323"
"9935","慶豐富","1493106","49551626","33.60","33.80","32.85","32.85","-0.9000","952"
"9937","全國","33447","2182823","64.80","65.70","64.40","65.60","1.6000","45"
"9938","百和","8865769","701873013","80.10","80.90","78.00","79.00","-1.1000","12312"
"9939","宏全","816648","127218892","157.00","157.50","154.50","155.50","-1.5000","1206"
"9940","信義","504409","15607153","30.80","31.20","30.70","30.75","-0.2000","460"
"9941","裕融","501376","71034946","141.50","142.50","141.00","141.50","0.0000","704"
"9941A","裕融甲特","9069","462516","51.00","51.00","51.00","51.00","0.0000","9"
"9942","茂順","67909","7988177","118.00","119.00","117.00","117.50","-0.5000","249"
"9943","好樂迪","41994","3455813","81.80","82.80","81.80","82.00","0.4000","71"
"9944","新麗","87085","1786070","20.45","20.65","20.45","20.65","0.1500","122"
"9945","潤泰新","6272534","303159290","48.20","48.65","47.85","48.30","0.1000","4011"
"9946","三發地產","1051719","25803403","25.15","25.15","24.30","24.70","-0.5000","629"
"9955","佳龍","1943511","67789157","35.00","35.40","34.30","35.00","0.6500","1286"
"9958","世紀鋼","11867250","2775720203","231.00","240.00","228.00","233.00","2.5000","19976"
